Flight_ID,Airline,Source_Airport,Destination_Airport,Departure_Time,Departure_Period,Arrival_Time,Arrival_Period,Duration,Distance_km,Aircraft_Type,Ticket_Price_PKR,Delay_Minutes,Status,Airline_Frequency
SE136,PIA,SKZ,PEW,2025-10-13 05:02,Morning,2025-10-13 09:06,Morning,2h 1m,749,ATR 72,51275,15,On-Time,240
PI958,AirBlue,UET,KHI,2025-10-15 16:07,Afternoon,2025-10-15 19:41,Evening,4h 4m,347,Airbus A321,46806,5,Cancelled,290
FL571,AirBlue,PEW,SKZ,2025-10-08 06:07,Morning,2025-10-08 09:32,Morning,4h 18m,650,ATR 72,22010,120,Delayed,290
FL621,AirSial,ISB,SKZ,2025-10-23 17:57,Evening,2025-10-23 21:36,Night,1h 22m,1103,Airbus A320,20464,5,Cancelled,280
FL910,AirSial,KHI,LYP,2025-10-23 02:19,Night,2025-10-23 05:54,Morning,3h 40m,479,Boeing 737,22160,120,Cancelled,280
FL292,AirBlue,UET,LYP,2025-10-05 12:37,Afternoon,2025-10-05 14:07,Afternoon,1h 34m,335,Boeing 737,24237,120,Delayed,290
SE775,PIA,SKZ,ISB,2025-10-11 14:59,Afternoon,2025-10-11 17:56,Evening,3h 38m,302,Boeing 737,25103,30,Cancelled,240
SE459,SereneAir,ISB,LYP,2025-10-06 23:47,Night,2025-10-07 02:42,Night,3h 13m,501,Airbus A320,12588,0,Cancelled,244
PI634,AirSial,ISB,PEW,2025-10-06 21:08,Night,2025-10-06 23:55,Night,3h 33m,563,ATR 72,15027,5,Delayed,280
AI361,AirBlue,LYP,KHI,2025-10-30 13:33,Afternoon,2025-10-30 14:55,Afternoon,4h 30m,756,Airbus A321,21810,120,Delayed,290
AI581,AirSial,LHE,KHI,2025-10-13 05:15,Morning,2025-10-13 08:22,Morning,3h 37m,599,Boeing 737,16488,5,Delayed,280
SE977,SereneAir,LYP,MUX,2025-10-06 14:33,Afternoon,2025-10-06 17:11,Evening,2h 44m,1084,Airbus A321,38409,120,Delayed,244
AI921,SereneAir,MUX,LHE,2025-10-16 20:55,Evening,2025-10-17 00:00,Night,4h 7m,739,Airbus A321,38039,0,Delayed,244
AI462,FlyJinnah,UET,LHE,2025-10-02 08:08,Morning,2025-10-02 09:46,Morning,4h 27m,1276,Airbus A320,37199,0,Delayed,257
AI553,SereneAir,LHE,LYP,2025-10-07 17:29,Evening,2025-10-07 18:46,Evening,2h 57m,1160,ATR 72,38393,15,On-Time,244
AI598,AirBlue,UET,PEW,2025-10-27 05:59,Morning,2025-10-27 09:06,Morning,1h 47m,331,Boeing 737,53470,0,On-Time,290
FL912,FlyJinnah,KHI,MUX,2025-10-07 23:23,Night,2025-10-08 01:06,Night,1h 47m,426,Boeing 737,42169,60,Delayed,257
SE824,AirBlue,SKZ,LHE,2025-10-27 16:50,Afternoon,2025-10-27 19:18,Evening,4h 9m,1073,ATR 72,18673,60,Cancelled,290
AI354,AirBlue,KHI,ISB,2025-10-12 18:03,Evening,2025-10-12 19:44,Evening,1h 49m,1103,Boeing 737,37097,0,On-Time,290
FL522,AirSial,ISB,SKZ,2025-10-01 11:22,Morning,2025-10-01 14:12,Afternoon,2h 4m,1491,Airbus A320,16941,30,Cancelled,280
AI313,AirSial,KHI,UET,2025-10-26 04:55,Night,2025-10-26 09:22,Morning,3h 14m,996,Airbus A321,26622,60,Delayed,280
AI443,PIA,ISB,SKZ,2025-10-12 14:25,Afternoon,2025-10-12 15:40,Afternoon,2h 36m,1138,Airbus A320,25348,15,Delayed,240
SE539,PIA,LHE,KHI,2025-10-03 12:13,Afternoon,2025-10-03 16:53,Afternoon,1h 31m,481,Airbus A320,34216,60,On-Time,240
AI518,SereneAir,KHI,LYP,2025-10-27 22:42,Night,2025-10-28 00:23,Night,4h 4m,1114,ATR 72,29334,5,Cancelled,244
AI844,PIA,KHI,PEW,2025-10-24 01:37,Night,2025-10-24 04:09,Night,1h 26m,957,Airbus A320,44822,30,Delayed,240
SE726,PIA,ISB,MUX,2025-10-20 13:47,Afternoon,2025-10-20 17:57,Evening,4h 42m,689,Boeing 737,14237,30,Delayed,240
AI888,AirSial,MUX,KHI,2025-10-26 01:11,Night,2025-10-26 04:32,Night,3h 55m,782,Airbus A321,14679,5,Delayed,280
AI769,AirBlue,ISB,PEW,2025-10-14 07:23,Morning,2025-10-14 10:47,Morning,1h 24m,1436,Airbus A320,10395,15,On-Time,290
AI823,AirBlue,KHI,ISB,2025-10-24 10:19,Morning,2025-10-24 12:06,Afternoon,3h 3m,624,ATR 72,33207,5,Cancelled,290
AI375,AirBlue,LYP,UET,2025-10-21 11:09,Morning,2025-10-21 15:52,Afternoon,1h 7m,783,ATR 72,28074,60,Cancelled,290
AI863,FlyJinnah,LYP,MUX,2025-10-14 22:19,Night,2025-10-15 01:41,Night,2h 38m,1167,Airbus A321,17450,15,On-Time,257
AI491,FlyJinnah,UET,LYP,2025-10-07 18:33,Evening,2025-10-07 20:47,Evening,3h 21m,1151,ATR 72,21369,30,On-Time,257
AI980,FlyJinnah,PEW,LHE,2025-10-07 11:41,Morning,2025-10-07 15:33,Afternoon,1h 32m,965,Airbus A321,38220,0,On-Time,257
FL479,AirBlue,UET,KHI,2025-10-01 19:08,Evening,2025-10-01 20:59,Evening,2h 34m,458,Airbus A321,50904,30,On-Time,290
AI235,FlyJinnah,LHE,LYP,2025-10-15 22:32,Night,2025-10-16 01:38,Night,1h 47m,1248,ATR 72,15575,30,Delayed,257
SE110,AirBlue,SKZ,KHI,2025-10-01 15:32,Afternoon,2025-10-01 16:34,Afternoon,1h 38m,875,ATR 72,16301,0,Cancelled,290
AI160,AirSial,ISB,PEW,2025-10-13 04:31,Night,2025-10-13 06:58,Morning,1h 24m,774,ATR 72,45619,15,Cancelled,280
FL341,SereneAir,LHE,UET,2025-10-16 21:37,Night,2025-10-17 02:17,Night,4h 43m,579,ATR 72,52905,5,Cancelled,244
AI262,PIA,UET,LYP,2025-10-03 23:38,Night,2025-10-04 03:02,Night,4h 8m,800,Boeing 737,19757,30,On-Time,240
FL755,FlyJinnah,UET,ISB,2025-10-06 15:17,Afternoon,2025-10-06 19:02,Evening,4h 6m,1453,Airbus A321,16265,15,Cancelled,257
PI756,FlyJinnah,SKZ,ISB,2025-10-12 09:36,Morning,2025-10-12 11:53,Morning,2h 50m,1452,Boeing 737,18733,15,Delayed,257
FL382,SereneAir,SKZ,LHE,2025-10-02 18:08,Evening,2025-10-02 20:17,Evening,2h 54m,678,ATR 72,25128,0,Delayed,244
AI591,AirSial,KHI,SKZ,2025-10-17 08:50,Morning,2025-10-17 12:07,Afternoon,1h 10m,1054,ATR 72,50523,30,Cancelled,280
PI414,SereneAir,SKZ,ISB,2025-10-01 09:31,Morning,2025-10-01 10:42,Morning,4h 44m,702,Airbus A320,21724,15,On-Time,244
FL481,FlyJinnah,ISB,UET,2025-10-10 00:42,Night,2025-10-10 02:41,Night,3h 54m,765,Airbus A320,54672,5,On-Time,257
AI749,PIA,UET,PEW,2025-10-16 19:36,Evening,2025-10-16 21:38,Night,2h 56m,833,Airbus A320,45928,60,Delayed,240
SE500,AirSial,LHE,MUX,2025-10-25 05:57,Morning,2025-10-25 08:40,Morning,2h 22m,1141,ATR 72,43520,0,On-Time,280
PI249,SereneAir,KHI,LHE,2025-10-23 22:49,Night,2025-10-24 01:06,Night,1h 37m,1176,ATR 72,15850,30,On-Time,244
SE304,AirBlue,LYP,PEW,2025-10-19 14:34,Afternoon,2025-10-19 16:19,Afternoon,3h 8m,541,ATR 72,28292,5,Cancelled,290
AI287,PIA,SKZ,KHI,2025-10-15 22:12,Night,2025-10-16 01:51,Night,2h 44m,1420,Airbus A321,44290,0,Delayed,240
AI830,AirBlue,SKZ,LHE,2025-10-12 05:53,Morning,2025-10-12 07:24,Morning,3h 37m,300,Airbus A320,13627,0,Delayed,290
PI312,AirBlue,PEW,ISB,2025-10-13 21:09,Night,2025-10-13 22:50,Night,1h 2m,516,Airbus A320,52593,5,Cancelled,290
FL118,AirSial,PEW,KHI,2025-10-25 21:00,Night,2025-10-26 00:08,Night,2h 16m,1225,Boeing 737,54074,30,On-Time,280
SE444,SereneAir,PEW,SKZ,2025-10-29 14:33,Afternoon,2025-10-29 15:46,Afternoon,4h 43m,384,Boeing 737,31540,0,Delayed,244
AI495,PIA,SKZ,LHE,2025-10-14 05:47,Morning,2025-10-14 09:44,Morning,1h 53m,1246,ATR 72,36182,15,Delayed,240
AI142,AirBlue,UET,SKZ,2025-10-07 03:19,Night,2025-10-07 05:34,Morning,2h 10m,900,ATR 72,53909,5,Delayed,290
AI605,AirBlue,ISB,UET,2025-10-19 20:03,Evening,2025-10-19 21:26,Night,4h 50m,676,Airbus A320,29266,60,On-Time,290
SE730,SereneAir,LHE,KHI,2025-10-15 18:37,Evening,2025-10-15 21:20,Night,4h 39m,839,Boeing 737,26722,120,On-Time,244
SE108,SereneAir,ISB,MUX,2025-10-01 11:31,Morning,2025-10-01 13:31,Afternoon,4h 1m,994,Airbus A320,29120,60,Delayed,244
AI544,AirSial,ISB,LYP,2025-10-23 23:38,Night,2025-10-24 03:00,Night,1h 44m,1146,ATR 72,32453,30,On-Time,280
AI214,SereneAir,SKZ,UET,2025-10-21 21:04,Night,2025-10-21 22:44,Night,3h 6m,608,Airbus A321,31461,5,Delayed,244
FL396,AirBlue,SKZ,PEW,2025-10-28 18:12,Evening,2025-10-28 20:15,Evening,2h 18m,1147,Airbus A321,54201,60,Cancelled,290
PI467,SereneAir,LYP,ISB,2025-10-08 04:15,Night,2025-10-08 08:09,Morning,1h 1m,880,Airbus A321,52748,30,Delayed,244
SE111,AirSial,ISB,PEW,2025-10-04 23:12,Night,2025-10-05 03:00,Night,1h 12m,650,ATR 72,39179,0,Cancelled,280
AI607,FlyJinnah,UET,PEW,2025-10-10 19:20,Evening,2025-10-10 21:21,Night,1h 48m,1235,Boeing 737,40616,15,Delayed,257
FL909,FlyJinnah,SKZ,PEW,2025-10-07 02:29,Night,2025-10-07 03:54,Night,2h 10m,1102,Boeing 737,36427,5,On-Time,257
AI806,AirSial,KHI,LHE,2025-10-19 06:19,Morning,2025-10-19 09:08,Morning,2h 59m,1023,Airbus A321,19416,5,Delayed,280
SE519,AirSial,LYP,PEW,2025-10-30 22:42,Night,2025-10-31 00:39,Night,4h 8m,564,ATR 72,37412,5,On-Time,280
SE352,AirSial,LHE,UET,2025-10-25 05:33,Morning,2025-10-25 09:59,Morning,1h 39m,343,ATR 72,16390,60,Delayed,280
PI295,AirBlue,LHE,MUX,2025-10-02 21:16,Night,2025-10-03 00:52,Night,4h 22m,1268,Airbus A320,38618,120,Cancelled,290
AI155,AirBlue,LYP,LHE,2025-10-29 00:41,Night,2025-10-29 02:40,Night,1h 5m,1458,Boeing 737,30138,5,Delayed,290
PI415,SereneAir,ISB,SKZ,2025-10-25 06:21,Morning,2025-10-25 08:00,Morning,1h 17m,374,Airbus A321,46960,120,On-Time,244
FL464,AirBlue,UET,KHI,2025-10-07 22:03,Night,2025-10-08 01:10,Night,3h 28m,817,ATR 72,10846,30,On-Time,290
PI501,AirBlue,MUX,ISB,2025-10-23 13:01,Afternoon,2025-10-23 16:46,Afternoon,4h 20m,1068,Airbus A320,27047,120,Delayed,290
FL209,AirSial,ISB,MUX,2025-10-10 23:02,Night,2025-10-11 01:00,Night,4h 1m,1452,Airbus A321,28388,30,On-Time,280
AI825,SereneAir,ISB,MUX,2025-10-26 07:30,Morning,2025-10-26 10:46,Morning,1h 47m,937,Airbus A321,39181,60,On-Time,244
PI775,PIA,LYP,ISB,2025-10-08 00:02,Night,2025-10-08 01:21,Night,3h 40m,1440,ATR 72,50159,60,On-Time,240
PI205,FlyJinnah,UET,LHE,2025-10-17 18:12,Evening,2025-10-17 23:11,Night,2h 56m,1270,Boeing 737,45450,5,On-Time,257
AI286,AirSial,MUX,PEW,2025-10-10 21:06,Night,2025-10-10 23:34,Night,3h 20m,946,Airbus A321,28486,5,Delayed,280
AI985,AirSial,ISB,KHI,2025-10-05 22:27,Night,2025-10-06 01:40,Night,1h 55m,1058,Airbus A320,34357,60,Cancelled,280
SE573,SereneAir,KHI,LYP,2025-10-04 11:56,Morning,2025-10-04 16:05,Afternoon,1h 17m,611,Boeing 737,42407,30,Delayed,244
PI890,PIA,KHI,LHE,2025-10-13 06:59,Morning,2025-10-13 11:51,Morning,3h 4m,816,ATR 72,14773,120,On-Time,240
AI156,AirSial,ISB,LHE,2025-10-15 02:55,Night,2025-10-15 05:14,Morning,2h 45m,1420,Boeing 737,19096,0,On-Time,280
FL608,AirSial,UET,KHI,2025-10-18 13:37,Afternoon,2025-10-18 16:47,Afternoon,1h 53m,645,Boeing 737,19596,120,On-Time,280
AI233,AirBlue,KHI,LHE,2025-10-28 22:06,Night,2025-10-29 00:33,Night,3h 0m,1013,Airbus A321,50506,0,Cancelled,290
PI321,SereneAir,LHE,ISB,2025-10-16 09:20,Morning,2025-10-16 12:02,Afternoon,2h 35m,1216,Boeing 737,18616,0,On-Time,244
AI957,AirBlue,MUX,PEW,2025-10-29 09:06,Morning,2025-10-29 14:05,Afternoon,4h 8m,1090,Airbus A321,52670,0,On-Time,290
PI248,PIA,LHE,UET,2025-10-01 21:43,Night,2025-10-02 00:18,Night,3h 11m,1163,Airbus A321,19596,120,Cancelled,240
SE389,AirBlue,ISB,UET,2025-10-28 13:58,Afternoon,2025-10-28 15:29,Afternoon,3h 45m,933,Airbus A320,32330,0,On-Time,290
AI284,FlyJinnah,PEW,LYP,2025-10-10 15:32,Afternoon,2025-10-10 17:53,Evening,2h 39m,418,Airbus A321,16571,120,Cancelled,257
PI787,PIA,LYP,ISB,2025-10-07 00:28,Night,2025-10-07 03:42,Night,4h 22m,609,ATR 72,24317,5,Cancelled,240
AI614,SereneAir,ISB,MUX,2025-10-28 15:11,Afternoon,2025-10-28 17:41,Evening,2h 14m,570,ATR 72,13223,15,Cancelled,244
PI332,PIA,MUX,KHI,2025-10-11 02:11,Night,2025-10-11 04:09,Night,2h 10m,496,Airbus A321,24755,15,On-Time,240
AI327,FlyJinnah,ISB,SKZ,2025-10-14 12:21,Afternoon,2025-10-14 15:43,Afternoon,2h 25m,714,Airbus A321,29621,120,On-Time,257
AI788,AirBlue,LHE,UET,2025-10-28 05:40,Morning,2025-10-28 08:58,Morning,2h 35m,713,Boeing 737,15954,60,On-Time,290
AI625,PIA,UET,MUX,2025-10-30 23:20,Night,2025-10-31 02:30,Night,3h 53m,739,Airbus A321,44928,120,On-Time,240
FL388,SereneAir,UET,LHE,2025-10-24 03:04,Night,2025-10-24 05:45,Morning,4h 23m,600,ATR 72,24133,30,Delayed,244
SE841,PIA,KHI,MUX,2025-10-08 00:44,Night,2025-10-08 03:15,Night,1h 47m,1236,Airbus A321,24838,120,Cancelled,240
SE870,AirSial,KHI,PEW,2025-10-02 15:17,Afternoon,2025-10-02 16:59,Afternoon,3h 17m,1218,Airbus A321,19149,120,On-Time,280
SE112,AirBlue,ISB,UET,2025-10-24 14:55,Afternoon,2025-10-24 19:01,Evening,4h 39m,670,Airbus A320,41510,30,On-Time,290
FL507,FlyJinnah,MUX,SKZ,2025-10-15 20:19,Evening,2025-10-15 23:53,Night,1h 43m,332,Boeing 737,10813,0,Delayed,257
PI337,PIA,KHI,LHE,2025-10-01 23:30,Night,2025-10-02 02:48,Night,4h 38m,550,Boeing 737,50873,60,Delayed,240
AI390,SereneAir,PEW,LYP,2025-10-14 22:54,Night,2025-10-15 02:27,Night,2h 59m,1345,Airbus A320,44632,5,Cancelled,244
FL244,SereneAir,LHE,LYP,2025-10-09 19:50,Evening,2025-10-10 00:38,Night,3h 17m,1461,Airbus A320,29799,0,On-Time,244
SE509,PIA,PEW,MUX,2025-10-09 03:45,Night,2025-10-09 07:49,Morning,3h 18m,469,Boeing 737,32313,0,Delayed,240
AI552,PIA,ISB,UET,2025-10-29 18:53,Evening,2025-10-29 22:48,Night,4h 4m,1201,Airbus A320,25010,60,Cancelled,240
AI827,PIA,LHE,SKZ,2025-10-29 09:08,Morning,2025-10-29 13:52,Afternoon,4h 36m,854,Airbus A321,45885,60,On-Time,240
SE905,PIA,ISB,SKZ,2025-10-16 09:19,Morning,2025-10-16 12:42,Afternoon,2h 50m,1282,Airbus A321,51515,0,Delayed,240
PI703,AirBlue,LYP,LHE,2025-10-10 17:12,Evening,2025-10-10 18:50,Evening,3h 29m,668,ATR 72,14652,120,Delayed,290
AI429,AirSial,LHE,ISB,2025-10-23 03:57,Night,2025-10-23 05:41,Morning,2h 32m,618,Boeing 737,30820,60,On-Time,280
AI473,AirSial,UET,LYP,2025-10-09 23:34,Night,2025-10-10 02:00,Night,4h 51m,1220,ATR 72,10105,120,Cancelled,280
AI424,AirBlue,LHE,SKZ,2025-10-05 05:41,Morning,2025-10-05 07:28,Morning,1h 13m,1345,Boeing 737,20804,120,Cancelled,290
AI631,AirSial,UET,ISB,2025-10-07 09:22,Morning,2025-10-07 13:29,Afternoon,3h 22m,1477,Airbus A320,40270,120,Delayed,280
FL313,AirSial,KHI,PEW,2025-10-27 05:12,Morning,2025-10-27 06:13,Morning,2h 35m,1378,Boeing 737,23837,120,On-Time,280
AI398,SereneAir,SKZ,ISB,2025-10-27 21:18,Night,2025-10-28 02:17,Night,3h 22m,1080,ATR 72,16637,30,Cancelled,244
FL423,FlyJinnah,PEW,SKZ,2025-10-19 22:16,Night,2025-10-20 02:13,Night,2h 42m,480,Airbus A320,18615,60,Cancelled,257
PI516,AirSial,LYP,PEW,2025-10-11 04:13,Night,2025-10-11 07:19,Morning,1h 18m,707,ATR 72,16253,60,On-Time,280
AI762,AirSial,UET,SKZ,2025-10-06 15:24,Afternoon,2025-10-06 18:53,Evening,3h 9m,310,Airbus A320,12344,15,On-Time,280
AI323,AirSial,PEW,KHI,2025-10-26 14:12,Afternoon,2025-10-26 18:48,Evening,3h 7m,404,Boeing 737,48752,15,On-Time,280
AI638,FlyJinnah,ISB,LYP,2025-10-24 12:19,Afternoon,2025-10-24 16:55,Afternoon,2h 25m,934,Airbus A320,21726,30,On-Time,257
FL468,SereneAir,UET,LYP,2025-10-11 17:22,Evening,2025-10-11 20:01,Evening,4h 6m,1254,Boeing 737,32769,60,On-Time,244
AI189,SereneAir,PEW,KHI,2025-10-11 13:02,Afternoon,2025-10-11 14:51,Afternoon,3h 45m,551,ATR 72,37802,5,Cancelled,244
SE138,SereneAir,LHE,PEW,2025-10-05 11:34,Morning,2025-10-05 13:57,Afternoon,1h 47m,1351,Airbus A320,33216,0,Cancelled,244
AI356,AirSial,PEW,KHI,2025-10-27 08:48,Morning,2025-10-27 11:53,Morning,2h 51m,527,Airbus A321,11232,15,Delayed,280
SE723,FlyJinnah,SKZ,MUX,2025-10-20 19:12,Evening,2025-10-20 20:35,Evening,4h 59m,1439,ATR 72,53283,60,Cancelled,257
FL821,AirBlue,PEW,LHE,2025-10-09 01:17,Night,2025-10-09 04:44,Night,3h 32m,1388,Airbus A320,38350,5,Delayed,290
AI888,PIA,MUX,ISB,2025-10-12 19:51,Evening,2025-10-12 22:54,Night,4h 0m,772,Airbus A321,35676,30,On-Time,240
PI827,SereneAir,LYP,UET,2025-10-06 08:07,Morning,2025-10-06 11:05,Morning,2h 3m,592,ATR 72,17876,15,On-Time,244
PI451,FlyJinnah,SKZ,ISB,2025-10-29 06:56,Morning,2025-10-29 11:48,Morning,1h 21m,310,ATR 72,49521,60,Cancelled,257
PI752,PIA,PEW,SKZ,2025-10-26 05:02,Morning,2025-10-26 09:40,Morning,3h 27m,393,Airbus A321,28389,5,Cancelled,240
AI579,AirSial,PEW,LYP,2025-10-02 04:43,Night,2025-10-02 06:10,Morning,3h 26m,1153,Boeing 737,12876,5,Delayed,280
PI708,AirBlue,ISB,PEW,2025-10-15 05:02,Morning,2025-10-15 07:27,Morning,1h 27m,920,Boeing 737,43610,15,Cancelled,290
SE711,SereneAir,SKZ,LHE,2025-10-29 20:07,Evening,2025-10-29 23:58,Night,4h 4m,1413,Boeing 737,45151,30,On-Time,244
SE719,AirSial,LHE,ISB,2025-10-02 01:17,Night,2025-10-02 02:24,Night,3h 42m,1207,Boeing 737,34364,15,Delayed,280
SE941,AirSial,LHE,LYP,2025-10-09 12:14,Afternoon,2025-10-09 14:34,Afternoon,3h 9m,1431,Airbus A321,20702,120,Cancelled,280
SE178,FlyJinnah,LYP,ISB,2025-10-24 10:13,Morning,2025-10-24 14:08,Afternoon,2h 1m,1167,Airbus A321,36083,120,Delayed,257
AI765,AirSial,SKZ,LHE,2025-10-30 09:46,Morning,2025-10-30 12:17,Afternoon,3h 15m,1000,Airbus A320,34466,30,Delayed,280
AI370,SereneAir,KHI,ISB,2025-10-11 05:56,Morning,2025-10-11 07:16,Morning,1h 31m,1439,Boeing 737,23972,5,Delayed,244
AI373,PIA,LYP,SKZ,2025-10-12 11:41,Morning,2025-10-12 13:37,Afternoon,4h 23m,1248,Boeing 737,32571,30,Cancelled,240
PI484,AirBlue,LHE,ISB,2025-10-15 12:03,Afternoon,2025-10-15 13:59,Afternoon,4h 23m,1122,Boeing 737,44889,15,Delayed,290
PI517,AirBlue,LHE,UET,2025-10-29 21:52,Night,2025-10-30 02:11,Night,4h 25m,1432,Boeing 737,53962,60,Cancelled,290
AI785,AirBlue,MUX,KHI,2025-10-21 01:58,Night,2025-10-21 03:31,Night,1h 52m,1332,Airbus A320,36048,5,Cancelled,290
PI903,AirBlue,KHI,UET,2025-10-23 05:21,Morning,2025-10-23 09:54,Morning,2h 48m,312,Airbus A320,46452,120,Cancelled,290
FL488,FlyJinnah,LHE,SKZ,2025-10-10 16:46,Afternoon,2025-10-10 21:30,Night,4h 9m,1019,ATR 72,40763,60,On-Time,257
AI506,SereneAir,LHE,UET,2025-10-14 11:42,Morning,2025-10-14 12:52,Afternoon,3h 10m,481,Airbus A321,35249,30,On-Time,244
AI684,FlyJinnah,ISB,UET,2025-10-25 07:53,Morning,2025-10-25 09:51,Morning,3h 23m,1442,ATR 72,37152,0,Delayed,257
AI410,SereneAir,PEW,LYP,2025-10-21 00:49,Night,2025-10-21 03:49,Night,1h 42m,359,Airbus A320,12631,0,Delayed,244
AI625,PIA,UET,SKZ,2025-10-28 13:29,Afternoon,2025-10-28 17:19,Evening,3h 2m,1334,ATR 72,16009,120,Delayed,240
AI416,SereneAir,SKZ,PEW,2025-10-26 05:54,Morning,2025-10-26 09:04,Morning,1h 6m,1265,Airbus A321,19685,30,On-Time,244
SE245,SereneAir,ISB,LHE,2025-10-26 00:02,Night,2025-10-26 04:50,Night,1h 1m,339,Airbus A321,26578,120,Cancelled,244
FL825,AirSial,LHE,ISB,2025-10-16 07:03,Morning,2025-10-16 08:47,Morning,2h 4m,982,Airbus A320,33317,0,Cancelled,280
SE105,SereneAir,LHE,PEW,2025-10-23 12:11,Afternoon,2025-10-23 16:35,Afternoon,1h 15m,1356,ATR 72,41144,60,Delayed,244
SE460,PIA,LHE,KHI,2025-10-29 13:06,Afternoon,2025-10-29 15:56,Afternoon,1h 25m,1054,Airbus A321,46045,15,Delayed,240
FL807,PIA,ISB,PEW,2025-10-02 19:51,Evening,2025-10-02 22:55,Night,1h 55m,931,Boeing 737,54221,30,Delayed,240
SE140,AirBlue,PEW,UET,2025-10-30 22:07,Night,2025-10-31 01:00,Night,4h 55m,1472,Airbus A321,41848,15,Cancelled,290
SE471,SereneAir,LYP,PEW,2025-10-15 19:58,Evening,2025-10-15 22:58,Night,3h 7m,1430,Boeing 737,21267,15,Cancelled,244
PI456,PIA,ISB,LHE,2025-10-15 12:27,Afternoon,2025-10-15 13:35,Afternoon,1h 10m,966,Airbus A320,42655,30,Delayed,240
AI645,AirSial,KHI,ISB,2025-10-24 00:01,Night,2025-10-24 03:28,Night,2h 7m,1066,Boeing 737,33753,15,Cancelled,280
FL930,AirSial,PEW,KHI,2025-10-30 21:36,Night,2025-10-30 23:27,Night,4h 18m,508,ATR 72,39684,60,On-Time,280
AI225,AirSial,ISB,LHE,2025-10-09 12:02,Afternoon,2025-10-09 14:56,Afternoon,3h 43m,1303,Airbus A321,11519,5,Cancelled,280
PI733,SereneAir,LHE,MUX,2025-10-17 12:33,Afternoon,2025-10-17 17:14,Evening,4h 52m,1446,Airbus A320,24032,0,On-Time,244
SE423,PIA,KHI,SKZ,2025-10-29 05:11,Morning,2025-10-29 09:57,Morning,3h 4m,988,Airbus A321,48615,5,Delayed,240
PI218,AirSial,MUX,ISB,2025-10-27 13:24,Afternoon,2025-10-27 15:38,Afternoon,4h 19m,1388,Airbus A321,35468,120,Cancelled,280
FL130,SereneAir,LHE,LYP,2025-10-27 05:11,Morning,2025-10-27 07:45,Morning,1h 18m,732,Boeing 737,17476,30,Delayed,244
PI959,FlyJinnah,UET,LHE,2025-10-21 23:57,Night,2025-10-22 04:39,Night,3h 18m,448,Airbus A320,22072,15,Cancelled,257
SE415,FlyJinnah,KHI,UET,2025-10-26 17:35,Evening,2025-10-26 20:57,Evening,3h 3m,894,ATR 72,22192,0,On-Time,257
PI851,SereneAir,SKZ,ISB,2025-10-27 00:53,Night,2025-10-27 03:57,Night,3h 23m,809,Airbus A321,23715,5,On-Time,244
FL927,FlyJinnah,PEW,ISB,2025-10-05 05:24,Morning,2025-10-05 07:39,Morning,4h 48m,943,ATR 72,54291,5,On-Time,257
AI256,AirSial,KHI,MUX,2025-10-23 14:05,Afternoon,2025-10-23 16:56,Afternoon,4h 20m,621,Airbus A320,26058,60,Delayed,280
AI956,SereneAir,PEW,ISB,2025-10-04 19:05,Evening,2025-10-05 00:00,Night,2h 57m,596,Boeing 737,28373,60,On-Time,244
PI968,FlyJinnah,PEW,SKZ,2025-10-08 13:20,Afternoon,2025-10-08 16:07,Afternoon,3h 49m,1487,Boeing 737,16594,5,Delayed,257
AI669,AirSial,ISB,UET,2025-10-09 13:37,Afternoon,2025-10-09 15:07,Afternoon,4h 18m,1132,Airbus A320,46436,120,On-Time,280
FL801,SereneAir,LYP,LHE,2025-10-30 19:12,Evening,2025-10-30 22:09,Night,2h 38m,775,Boeing 737,13454,5,On-Time,244
AI205,AirSial,LYP,SKZ,2025-10-07 05:32,Morning,2025-10-07 10:27,Morning,1h 45m,466,Airbus A321,22598,15,Cancelled,280
AI367,AirBlue,LYP,SKZ,2025-10-01 19:46,Evening,2025-10-01 22:59,Night,2h 31m,357,Boeing 737,38566,120,Delayed,290
PI883,PIA,SKZ,KHI,2025-10-28 20:21,Evening,2025-10-28 22:37,Night,1h 59m,821,Airbus A320,47389,30,On-Time,240
AI991,FlyJinnah,KHI,PEW,2025-10-02 06:13,Morning,2025-10-02 09:11,Morning,2h 5m,850,Boeing 737,49642,5,Delayed,257
AI315,AirSial,SKZ,MUX,2025-10-08 11:41,Morning,2025-10-08 13:21,Afternoon,4h 48m,333,Airbus A320,35381,5,On-Time,280
FL368,AirBlue,SKZ,MUX,2025-10-08 11:17,Morning,2025-10-08 15:47,Afternoon,2h 0m,848,Boeing 737,50631,60,Cancelled,290
AI140,AirBlue,UET,LYP,2025-10-06 12:06,Afternoon,2025-10-06 15:33,Afternoon,1h 29m,757,Boeing 737,50486,30,On-Time,290
FL528,AirSial,KHI,ISB,2025-10-29 02:05,Night,2025-10-29 04:17,Night,3h 31m,1348,ATR 72,46968,120,On-Time,280
AI594,SereneAir,KHI,LYP,2025-10-06 05:34,Morning,2025-10-06 10:10,Morning,4h 31m,1061,ATR 72,53594,30,Cancelled,244
AI918,AirSial,ISB,KHI,2025-10-25 19:03,Evening,2025-10-25 20:34,Evening,2h 19m,610,Airbus A320,24783,120,Cancelled,280
FL110,AirSial,SKZ,MUX,2025-10-17 20:04,Evening,2025-10-17 23:56,Night,2h 9m,754,Airbus A320,34294,30,Delayed,280
